"","posibs","r.squared"
"31408","rain15.35ANDminTemp17.32",0.526694778441915
"31968","rain18.38ANDminTemp17.34",0.526654249748765
"27072","rain16.36ANDminTemp16.30",0.526540964019734
"24272","rain17.37ANDminTemp15.34",0.526534683978401
"27614","rain18.36ANDminTemp16.32",0.526489902446308
"43216","rain17.37ANDminTemp20.33",0.526276500825606
"23759","rain17.36ANDminTemp15.32",0.526195381429203
"15840","rain18.38ANDminTemp13.31",0.526169868527407
"16095","rain18.37ANDminTemp13.32",0.526159817719744
"42720","rain18.38ANDminTemp20.31",0.526138185951769
"42975","rain18.37ANDminTemp20.32",0.52609577674502
"27327","rain16.35ANDminTemp16.31",0.526017952043737
"27358","rain18.36ANDminTemp16.31",0.526005533504108
"42959","rain17.36ANDminTemp20.32",0.525999603480985
"28624","rain17.37ANDminTemp16.36",0.525917664745614
"16064","rain16.36ANDminTemp13.32",0.525845297496602
"19392","rain16.36ANDminTemp14.30",0.52562043734842
"42672","rain15.35ANDminTemp20.31",0.525535049337597
"27840","rain16.36ANDminTemp16.33",0.525496424437869
"19903","rain16.35ANDminTemp14.32",0.525490996616006
"31152","rain15.35ANDminTemp17.31",0.525422683576725
"27056","rain15.35ANDminTemp16.30",0.525371182849069
"39104","rain16.36ANDminTemp19.32",0.525300975690829
"16079","rain17.36ANDminTemp13.32",0.525261586516023
"20431","rain17.36ANDminTemp14.34",0.525227723184258
"19647","rain16.35ANDminTemp14.31",0.525193388600014
"19918","rain17.35ANDminTemp14.32",0.525185718552308
"23503","rain17.36ANDminTemp15.31",0.525183106649249
"28368","rain17.37ANDminTemp16.35",0.525137840386101
"27583","rain16.35ANDminTemp16.32",0.525127498977698
"23472","rain15.35ANDminTemp15.31",0.525125653419607
"24031","rain18.37ANDminTemp15.33",0.525037935245556
"31952","rain17.37ANDminTemp17.34",0.52503544798118
"27294","rain14.32ANDminTemp16.31",0.524946302290788
"27309","rain15.32ANDminTemp16.31",0.524938722449429
"27342","rain17.35ANDminTemp16.31",0.524737416471246
"42928","rain15.35ANDminTemp20.32",0.524703418591526
"31183","rain17.36ANDminTemp17.31",0.524685311674252
"19662","rain17.35ANDminTemp14.31",0.524662058796543
"27855","rain17.36ANDminTemp16.33",0.524649668548208
"23728","rain15.35ANDminTemp15.32",0.524606794254738
"24544","rain18.38ANDminTemp15.35",0.524601699985156
"27087","rain17.36ANDminTemp16.30",0.5245847173421
"39392","rain18.38ANDminTemp19.33",0.524558913328104
"42703","rain17.36ANDminTemp20.31",0.524550015274471
"35552","rain18.38ANDminTemp18.33",0.524454250663804
"19407","rain17.36ANDminTemp14.30",0.524447494189117
"15808","rain16.36ANDminTemp13.31",0.524425140942821
"35264","rain16.36ANDminTemp18.32",0.524298910532238
"16351","rain18.37ANDminTemp13.33",0.524232626367013
"28127","rain18.37ANDminTemp16.34",0.52412391354046
"27598","rain17.35ANDminTemp16.32",0.524122450145841
"19423","rain18.37ANDminTemp14.30",0.524106279331595
"23519","rain18.37ANDminTemp15.31",0.524009431709924
"32736","rain18.38ANDminTemp17.37",0.52394489624061
"28096","rain16.36ANDminTemp16.34",0.523816357022759
"27565","rain15.32ANDminTemp16.32",0.52374008665114
"27550","rain14.32ANDminTemp16.32",0.52370699559898
"39376","rain17.37ANDminTemp19.33",0.523694976149874
"31711","rain18.37ANDminTemp17.33",0.523671737007696
"15823","rain17.36ANDminTemp13.31",0.523580244090143
"32480","rain18.38ANDminTemp17.36",0.523564469250734
"12240","rain17.37ANDminTemp12.32",0.523403886908928
"43488","rain18.38ANDminTemp20.34",0.523276995521565
"20190","rain18.36ANDminTemp14.33",0.523207639325656
"35536","rain17.37ANDminTemp18.33",0.523126617699073
"38848","rain16.36ANDminTemp19.31",0.523075073802949
"27103","rain18.37ANDminTemp16.30",0.523064755027916
"38864","rain17.37ANDminTemp19.31",0.523006872691843
"24528","rain17.37ANDminTemp15.35",0.523001886315589
"15839","rain18.37ANDminTemp13.31",0.522929454671518
"31199","rain18.37ANDminTemp17.31",0.522887465234231
"32224","rain18.38ANDminTemp17.35",0.522883759917413
"39135","rain18.37ANDminTemp19.32",0.522855318965197
"39119","rain17.36ANDminTemp19.32",0.52278753025826
"19376","rain15.35ANDminTemp14.30",0.522786495969863
"31454","rain18.36ANDminTemp17.32",0.522712868081037
"18896","rain17.37ANDminTemp14.28",0.522675631593024
"12256","rain18.38ANDminTemp12.32",0.522643411033503
"27296","rain14.34ANDminTemp16.31",0.522636769097702
"35295","rain18.37ANDminTemp18.32",0.52256220472827
"32720","rain17.37ANDminTemp17.37",0.522524360528544
"16048","rain15.35ANDminTemp13.32",0.522440320904415
"18912","rain18.38ANDminTemp14.28",0.522431069959457
"24000","rain16.36ANDminTemp15.33",0.522361544104887
"20144","rain15.35ANDminTemp14.33",0.52230295375444
"31680","rain16.36ANDminTemp17.33",0.52210713379236
"35279","rain17.36ANDminTemp18.32",0.522105252105314
"43472","rain17.37ANDminTemp20.34",0.52208975973978
"24287","rain18.37ANDminTemp15.34",0.52205627134692
"32464","rain17.37ANDminTemp17.36",0.522051853850368
"15792","rain15.35ANDminTemp13.31",0.522003833868011
"38880","rain18.38ANDminTemp19.31",0.521917255079266
"35024","rain17.37ANDminTemp18.31",0.521908230928812
"24015","rain17.36ANDminTemp15.33",0.52186926036392
"42719","rain18.37ANDminTemp20.31",0.521805814147695
"27311","rain15.34ANDminTemp16.31",0.521746221716184
"39088","rain15.35ANDminTemp19.32",0.521745440916482
"27295","rain14.33ANDminTemp16.31",0.521713758536302
"31423","rain16.35ANDminTemp17.32",0.521615778885277
"20400","rain15.35ANDminTemp14.34",0.521600849954798
"23248","rain17.37ANDminTemp15.30",0.521532740538383
"23264","rain18.38ANDminTemp15.30",0.521512048866985
"23774","rain18.36ANDminTemp15.32",0.521510992160479
"28608","rain16.36ANDminTemp16.36",0.521428828473704
"35040","rain18.38ANDminTemp18.31",0.521400087345375
"35008","rain16.36ANDminTemp18.31",0.521381559504842
"15568","rain17.37ANDminTemp13.30",0.521377383426145
"32208","rain17.37ANDminTemp17.35",0.521326049484315
"27552","rain14.34ANDminTemp16.32",0.52132103164727
"35808","rain18.38ANDminTemp18.34",0.521292588171632
"28639","rain18.37ANDminTemp16.36",0.521288232360032
"27310","rain15.33ANDminTemp16.31",0.521263539129948
"24256","rain16.36ANDminTemp15.34",0.521213297565553
"16335","rain17.36ANDminTemp13.33",0.521197782436174
"28111","rain17.36ANDminTemp16.34",0.521163914513071
"39648","rain18.38ANDminTemp19.34",0.521129977725877
"16094","rain18.36ANDminTemp13.32",0.521126646984203
"16320","rain16.36ANDminTemp13.33",0.52110441289577
"35248","rain15.35ANDminTemp18.32",0.521100730214541
"27339","rain17.32ANDminTemp16.31",0.521075582955555
"19933","rain18.35ANDminTemp14.32",0.520988975388568
"30928","rain17.37ANDminTemp17.30",0.520988505807888
"38832","rain15.35ANDminTemp19.31",0.520967721827825
"31695","rain17.36ANDminTemp17.33",0.520931524120761
"27824","rain15.35ANDminTemp16.33",0.520799854374337
"30944","rain18.38ANDminTemp17.30",0.520764342251515
"31390","rain14.32ANDminTemp17.32",0.520751126669002
"30912","rain16.36ANDminTemp17.30",0.520678523495152
"44000","rain18.38ANDminTemp20.36",0.520661719052036
"28352","rain16.36ANDminTemp16.35",0.520661555315163
"15584","rain18.38ANDminTemp13.30",0.520653202739987
"20446","rain18.36ANDminTemp14.34",0.520644381093544
"19677","rain18.35ANDminTemp14.31",0.520639990539455
"19152","rain17.37ANDminTemp14.29",0.520638415374795
"23518","rain18.36ANDminTemp15.31",0.520624651759624
"27324","rain16.32ANDminTemp16.31",0.520619029954169
"31405","rain15.32ANDminTemp17.32",0.520618696539209
"43231","rain18.37ANDminTemp20.33",0.520590682177946
"44256","rain18.38ANDminTemp20.37",0.520512430507669
"27567","rain15.34ANDminTemp16.32",0.520477890224784
"28383","rain18.37ANDminTemp16.35",0.520470229512353
"19168","rain18.38ANDminTemp14.29",0.520467283377474
"19422","rain18.36ANDminTemp14.30",0.520465570365759
"31936","rain16.36ANDminTemp17.34",0.52039162130849
"19872","rain14.34ANDminTemp14.32",0.520366069336425
"19616","rain14.34ANDminTemp14.31",0.520360574788618
"18640","rain17.37ANDminTemp14.27",0.520346093949874
"23487","rain16.35ANDminTemp15.31",0.520343072432871
"27595","rain17.32ANDminTemp16.32",0.520323868105029
"27071","rain16.35ANDminTemp16.30",0.520307532311739
"27357","rain18.35ANDminTemp16.31",0.520282188065701
"31438","rain17.35ANDminTemp17.32",0.520278299650926
"42974","rain18.36ANDminTemp20.32",0.520245046754318
"27551","rain14.33ANDminTemp16.32",0.520219563375361
"42687","rain16.35ANDminTemp20.31",0.520200518112294
"31967","rain18.37ANDminTemp17.34",0.520154638930251
"18880","rain16.36ANDminTemp14.28",0.520123179672166
"27102","rain18.36ANDminTemp16.30",0.520114554601622
"38863","rain17.36ANDminTemp19.31",0.520087309718489
"31167","rain16.35ANDminTemp17.31",0.520074486794537
"39632","rain17.37ANDminTemp19.34",0.520031388708009
"19885","rain15.32ANDminTemp14.32",0.520005800734254
"43744","rain18.38ANDminTemp20.35",0.519993916869072
"23743","rain16.35ANDminTemp15.32",0.519980912758036
"19887","rain15.34ANDminTemp14.32",0.51996947790637
"19629","rain15.32ANDminTemp14.31",0.519965459950628
"11984","rain17.37ANDminTemp12.31",0.519959310046815
"19631","rain15.34ANDminTemp14.31",0.519945566295893
"42432","rain16.36ANDminTemp20.30",0.519923307173093
"27566","rain15.33ANDminTemp16.32",0.519807911112019
"23232","rain16.36ANDminTemp15.30",0.519794488856964
"8144","rain17.37ANDminTemp11.31",0.519780347897045
"43200","rain16.36ANDminTemp20.33",0.519778646960286
"35792","rain17.37ANDminTemp18.34",0.519751971284268
"27038","rain14.32ANDminTemp16.30",0.519729535057645
"31198","rain18.36ANDminTemp17.31",0.519705895891769
"12224","rain16.36ANDminTemp12.32",0.519692151988598
"42943","rain16.35ANDminTemp20.32",0.519646026838607
"34992","rain15.35ANDminTemp18.31",0.519612684568259
"19870","rain14.32ANDminTemp14.32",0.519609721107573
"27053","rain15.32ANDminTemp16.30",0.519600320828673
"27580","rain16.32ANDminTemp16.32",0.519592222725744
"15838","rain18.36ANDminTemp13.31",0.51958684930593
"43984","rain17.37ANDminTemp20.36",0.519578867426869
"19614","rain14.32ANDminTemp14.31",0.519576884721661
"30896","rain15.35ANDminTemp17.30",0.519536816258823
"44240","rain17.37ANDminTemp20.37",0.519532370521616
"12000","rain18.38ANDminTemp12.31",0.519516157755418
"18656","rain18.38ANDminTemp14.27",0.519504500195692
"31134","rain14.32ANDminTemp17.31",0.519471589049489
"27613","rain18.35ANDminTemp16.32",0.519440376397803
"27870","rain18.36ANDminTemp16.33",0.519396572604752
"23502","rain17.35ANDminTemp15.31",0.519376848043168
"28080","rain15.35ANDminTemp16.34",0.519347324655054
"8160","rain18.38ANDminTemp11.31",0.519295964042177
"23758","rain17.35ANDminTemp15.32",0.519264023105513
"36576","rain18.38ANDminTemp18.37",0.519230571185066
"31149","rain15.32ANDminTemp17.31",0.519209807609565
"42416","rain15.35ANDminTemp20.30",0.519171025422211
"12255","rain18.37ANDminTemp12.32",0.519108258177585
"42718","rain18.36ANDminTemp20.31",0.519067765727787
"15552","rain16.36ANDminTemp13.30",0.518991687052867
"24271","rain17.36ANDminTemp15.34",0.518926656524919
"27086","rain17.35ANDminTemp16.30",0.518905690622243
"36320","rain18.38ANDminTemp18.36",0.518901991161533
"43728","rain17.37ANDminTemp20.35",0.518862282299741
"42669","rain15.32ANDminTemp20.31",0.518784796524643
"26832","rain17.37ANDminTemp16.29",0.518745076389048
"40416","rain18.38ANDminTemp19.37",0.51874470170305
"40160","rain18.38ANDminTemp19.36",0.518739051338582
"35023","rain17.36ANDminTemp18.31",0.518733078083341
"18895","rain17.36ANDminTemp14.28",0.518725448442655
"32704","rain16.36ANDminTemp17.37",0.518676395583264
"12239","rain17.36ANDminTemp12.32",0.518619051556322
"42654","rain14.32ANDminTemp20.31",0.518577772862141
"18911","rain18.37ANDminTemp14.28",0.518562576663443
"24543","rain18.37ANDminTemp15.35",0.518537912084394
"28623","rain17.36ANDminTemp16.36",0.518528681578446
"26848","rain18.38ANDminTemp16.29",0.518517787513949
"18384","rain17.37ANDminTemp14.26",0.518511816679669
"20174","rain17.35ANDminTemp14.33",0.518487787799558
"23216","rain15.35ANDminTemp15.30",0.518365460764843
"31182","rain17.35ANDminTemp17.31",0.518340108945095
"44512","rain18.38ANDminTemp20.38",0.518326647508808
"19615","rain14.33ANDminTemp14.31",0.518315078600566
"19630","rain15.33ANDminTemp14.31",0.518310745231288
"36064","rain18.38ANDminTemp18.35",0.518272423046059
"16063","rain16.35ANDminTemp13.32",0.518253001692016
"30927","rain17.36ANDminTemp17.30",0.518236137852597
"39391","rain18.37ANDminTemp19.33",0.518209467572091
"19136","rain16.36ANDminTemp14.29",0.518208292021053
"19391","rain16.35ANDminTemp14.30",0.518191616955824
"24512","rain16.36ANDminTemp15.35",0.518187414739682
"43215","rain17.36ANDminTemp20.33",0.518173776013995
"16078","rain17.35ANDminTemp13.32",0.518159930286029
"20159","rain16.35ANDminTemp14.33",0.518150801739254
"23247","rain17.36ANDminTemp15.30",0.518149481600893
"19886","rain15.33ANDminTemp14.32",0.518129852876627
"19871","rain14.33ANDminTemp14.32",0.51812663589512
"11968","rain16.36ANDminTemp12.31",0.518108724476629
"42925","rain15.32ANDminTemp20.32",0.51810390986552
"31392","rain14.34ANDminTemp17.32",0.518061522277267
"15567","rain17.36ANDminTemp13.30",0.518051577141043
"18864","rain15.35ANDminTemp14.28",0.518047305841372
"39904","rain18.38ANDminTemp19.35",0.518000581491898
"32448","rain16.36ANDminTemp17.36",0.517905446054805
"42702","rain17.35ANDminTemp20.31",0.517888104509723
"36560","rain17.37ANDminTemp18.37",0.517881934443711
"26800","rain15.35ANDminTemp16.29",0.517878908830085
"8128","rain16.36ANDminTemp11.31",0.517873065027845
"38879","rain18.37ANDminTemp19.31",0.517863287905001
"42448","rain17.37ANDminTemp20.30",0.5178495821093
"32735","rain18.37ANDminTemp17.37",0.517847338607212
"40400","rain17.37ANDminTemp19.37",0.517844526342714
"42958","rain17.35ANDminTemp20.32",0.51783611882431
"35551","rain18.37ANDminTemp18.33",0.517813167392035
"23984","rain15.35ANDminTemp15.33",0.517751414522974
"26816","rain16.36ANDminTemp16.29",0.517746378967914
"40144","rain17.37ANDminTemp19.36",0.517745899008228
"18624","rain16.36ANDminTemp14.27",0.517725959113889
"42910","rain14.32ANDminTemp20.32",0.51769597432957
"39360","rain16.36ANDminTemp19.33",0.517673880064314
"19915","rain17.32ANDminTemp14.32",0.517646923850307
"15807","rain16.35ANDminTemp13.31",0.517636443549362
"43456","rain16.36ANDminTemp20.34",0.517623949744001
"28367","rain17.36ANDminTemp16.35",0.517570385780862
"19406","rain17.35ANDminTemp14.30",0.517537940600274
"23263","rain18.37ANDminTemp15.30",0.517464270280484
"36304","rain17.37ANDminTemp18.36",0.517463117288107
"44496","rain17.37ANDminTemp20.38",0.517452832709238
"15583","rain18.37ANDminTemp13.30",0.51744209260214
"20415","rain16.35ANDminTemp14.34",0.517440612415158
"26544","rain15.35ANDminTemp16.28",0.517435222355702
"31951","rain17.36ANDminTemp17.34",0.5174281726119
"26576","rain17.37ANDminTemp16.28",0.517398466593142
"31664","rain15.35ANDminTemp17.33",0.517393885553452
"15822","rain17.35ANDminTemp13.31",0.517312135344992
"19952","rain19.39ANDminTemp14.32",0.517306405241519
"27293","rain14.31ANDminTemp16.31",0.517254614954134
"39134","rain18.36ANDminTemp19.32",0.517252530314337
"36832","rain18.38ANDminTemp18.38",0.517250589316199
"32479","rain18.37ANDminTemp17.36",0.517222469891486
"19659","rain17.32ANDminTemp14.31",0.517208253448295
"28592","rain15.35ANDminTemp16.36",0.517207239914386
"32192","rain16.36ANDminTemp17.35",0.517192998364468
"27308","rain15.31ANDminTemp16.31",0.517129218844362
"42464","rain18.38ANDminTemp20.30",0.517121865281246
"23469","rain15.32ANDminTemp15.31",0.517119770861113
"26592","rain18.38ANDminTemp16.28",0.517101786297878
"31407","rain15.34ANDminTemp17.32",0.51704413502536
"31136","rain14.34ANDminTemp17.31",0.517041446133217
"23454","rain14.32ANDminTemp15.31",0.516999272423565
"27040","rain14.34ANDminTemp16.30",0.516998526679899
"39888","rain17.37ANDminTemp19.35",0.516958095826665
"18368","rain16.36ANDminTemp14.26",0.51694004798032
"35039","rain18.37ANDminTemp18.31",0.516931603590651
"12208","rain15.35ANDminTemp12.32",0.516915028471416
"24030","rain18.36ANDminTemp15.33",0.516847676104691
"20208","rain19.39ANDminTemp14.33",0.516833157986157
"24240","rain15.35ANDminTemp15.34",0.516819855208812
"19151","rain17.36ANDminTemp14.29",0.516805440851557
"36048","rain17.37ANDminTemp18.35",0.516789363334116
"42447","rain17.36ANDminTemp20.30",0.516780055500246
"39103","rain16.35ANDminTemp19.32",0.516779557895746
"11983","rain17.36ANDminTemp12.31",0.516775695642235
"31391","rain14.33ANDminTemp17.32",0.516763209922686
"35294","rain18.36ANDminTemp18.32",0.516737267159349
"15536","rain15.35ANDminTemp13.30",0.516723552306623
"40672","rain18.38ANDminTemp19.38",0.51670573178994
"16350","rain18.36ANDminTemp13.33",0.516701997483029
"8143","rain17.36ANDminTemp11.31",0.516700585271175
"43487","rain18.37ANDminTemp20.34",0.516639403061739
"35520","rain16.36ANDminTemp18.33",0.516638289459224
"19167","rain18.37ANDminTemp14.29",0.516630864998303
"27325","rain16.33ANDminTemp16.31",0.516593100491328
"31435","rain17.32ANDminTemp17.32",0.516585546374233
"27326","rain16.34ANDminTemp16.31",0.516569776831386
"42656","rain14.34ANDminTemp20.31",0.516499866522688
"32223","rain18.37ANDminTemp17.35",0.516459047375908
"30943","rain18.37ANDminTemp17.30",0.516456640658828
"23725","rain15.32ANDminTemp15.32",0.516437556318746
"27549","rain14.31ANDminTemp16.32",0.516420185997799
"19900","rain16.32ANDminTemp14.32",0.516373999675088
"27564","rain15.31ANDminTemp16.32",0.516346293661336
"28336","rain15.35ANDminTemp16.35",0.516314057301405
"27039","rain14.33ANDminTemp16.30",0.516301834793046
"11952","rain15.35ANDminTemp12.31",0.516297497945165
"23710","rain14.32ANDminTemp15.32",0.516291660013307
"27632","rain19.39ANDminTemp16.32",0.516234769967651
"8112","rain15.35ANDminTemp11.31",0.516193609315189
"31420","rain16.32ANDminTemp17.32",0.516188957114242
"31406","rain15.33ANDminTemp17.32",0.516176062536699
"15056","rain17.37ANDminTemp13.28",0.5161731705829
"19644","rain16.32ANDminTemp14.31",0.5161503749235
"28126","rain18.36ANDminTemp16.34",0.516125120441091
"27354","rain18.32ANDminTemp16.31",0.516093823032395
"18639","rain17.36ANDminTemp14.27",0.516089777576782
"27839","rain16.35ANDminTemp16.33",0.516081513521264
"23456","rain14.34ANDminTemp15.31",0.516071207803295
"26560","rain16.36ANDminTemp16.28",0.516048302797604
"35263","rain16.35ANDminTemp18.32",0.516042841795278
"36816","rain17.37ANDminTemp18.38",0.515999743480635
"39616","rain16.36ANDminTemp19.34",0.515995737379753
"20430","rain17.35ANDminTemp14.34",0.515987239672505
"16304","rain15.35ANDminTemp13.33",0.515984058734067
"27055","rain15.34ANDminTemp16.30",0.51597774040229
"18655","rain18.37ANDminTemp14.27",0.51596936651142
"39070","rain14.32ANDminTemp19.32",0.515956775873605
"27340","rain17.33ANDminTemp16.31",0.515949283619135
"31920","rain15.35ANDminTemp17.34",0.515906509002958
"40656","rain17.37ANDminTemp19.38",0.515900293097745
"19120","rain15.35ANDminTemp14.29",0.515895489405646
"31151","rain15.34ANDminTemp17.31",0.5158935930206
"18608","rain15.35ANDminTemp14.27",0.515881153621711
"39085","rain15.32ANDminTemp19.32",0.515879080595959
"39375","rain17.36ANDminTemp19.33",0.515877093459611
"27821","rain15.32ANDminTemp16.33",0.515873457328447
"18400","rain18.38ANDminTemp14.26",0.515864903002939
"31135","rain14.33ANDminTemp17.31",0.515840296056617
"44224","rain16.36ANDminTemp20.37",0.515786059732297
"42671","rain15.34ANDminTemp20.31",0.515776307295177
"11999","rain18.37ANDminTemp12.31",0.515753872190165
"27054","rain15.33ANDminTemp16.30",0.515726914354061
"26032","rain15.35ANDminTemp16.26",0.515716532962145
"38847","rain16.35ANDminTemp19.31",0.515705567990903
"27854","rain17.35ANDminTemp16.33",0.51569707310271
"19951","rain19.38ANDminTemp14.32",0.515648848780863
"8159","rain18.37ANDminTemp11.31",0.515564203888311
"43968","rain16.36ANDminTemp20.36",0.515546260073392
"27083","rain17.32ANDminTemp16.30",0.515541987645716
"32719","rain17.36ANDminTemp17.37",0.515520154447457
"19902","rain16.34ANDminTemp14.32",0.515499238181461
"38592","rain16.36ANDminTemp19.30",0.515488196776643
"27582","rain16.34ANDminTemp16.32",0.515475907015634
"24527","rain17.36ANDminTemp15.35",0.515468885939727
"26288","rain15.35ANDminTemp16.27",0.515468464743499
"31710","rain18.36ANDminTemp17.33",0.515463096665257
"26831","rain17.36ANDminTemp16.29",0.515459881006844
"27806","rain14.32ANDminTemp16.33",0.515452647384767
"34768","rain17.37ANDminTemp18.30",0.515415428976795
"31453","rain18.35ANDminTemp17.32",0.515372509911884
"23471","rain15.34ANDminTemp15.31",0.515340616418731
"23712","rain14.34ANDminTemp15.32",0.515311832670728
"27581","rain16.33ANDminTemp16.32",0.515308845333722
"19646","rain16.34ANDminTemp14.31",0.515287015551575
"35230","rain14.32ANDminTemp18.32",0.515277068553225
"15072","rain18.38ANDminTemp13.28",0.515262611359341
"35776","rain16.36ANDminTemp18.34",0.515255857322872
"34752","rain16.36ANDminTemp18.30",0.515232732727961
"42912","rain14.34ANDminTemp20.32",0.515213158569362
"27068","rain16.32ANDminTemp16.30",0.515192900218109
"38814","rain14.32ANDminTemp19.31",0.515153433823723
"20207","rain19.38ANDminTemp14.33",0.51514748098954
"31150","rain15.33ANDminTemp17.31",0.515130193282878
"34784","rain18.38ANDminTemp18.30",0.515125653935552
"35535","rain17.36ANDminTemp18.33",0.515114367315891
"27610","rain18.32ANDminTemp16.32",0.515088881718743
"23517","rain18.35ANDminTemp15.31",0.515082291787063
"26320","rain17.37ANDminTemp16.27",0.515077485833725
"35245","rain15.32ANDminTemp18.32",0.515075396094343
"42655","rain14.33ANDminTemp20.31",0.514954110396316
"27596","rain17.33ANDminTemp16.32",0.514927523703641
"18352","rain15.35ANDminTemp14.26",0.514920849302433
"38829","rain15.32ANDminTemp19.31",0.514915341992191
"27341","rain17.34ANDminTemp16.31",0.514904545114086
"43712","rain16.36ANDminTemp20.35",0.514846367377441
"23773","rain18.35ANDminTemp15.32",0.514810261509154
"19917","rain17.34ANDminTemp14.32",0.514803034260682
"23455","rain14.33ANDminTemp15.31",0.51479270555869
"39118","rain17.35ANDminTemp19.32",0.514776350532755
"39647","rain18.37ANDminTemp19.34",0.51477220405712
"32688","rain15.35ANDminTemp17.37",0.514743745986794
"28077","rain15.32ANDminTemp16.34",0.514735423309743
"18383","rain17.36ANDminTemp14.26",0.514723587926303
"27101","rain18.35ANDminTemp16.30",0.51470676403752
"32463","rain17.36ANDminTemp17.36",0.514693295638339
"42670","rain15.33ANDminTemp20.31",0.514683345639182
