"","posibs","r.squared"
"44224","rain16.36ANDminTemp20.37",0.427776388841461
"42688","rain16.36ANDminTemp20.31",0.427767033276867
"35264","rain16.36ANDminTemp18.32",0.427748789910688
"35008","rain16.36ANDminTemp18.31",0.427652158515103
"15552","rain16.36ANDminTemp13.30",0.427633879165382
"40896","rain16.36ANDminTemp19.39",0.4275684242533
"4032","rain16.36ANDminTemp10.30",0.427522876819414
"42944","rain16.36ANDminTemp20.32",0.427484312423805
"18880","rain16.36ANDminTemp14.28",0.427470969897347
"31936","rain16.36ANDminTemp17.34",0.427413453488049
"26816","rain16.36ANDminTemp16.29",0.427410300479535
"40128","rain16.36ANDminTemp19.36",0.427363742455929
"36288","rain16.36ANDminTemp18.36",0.427328240609526
"39872","rain16.36ANDminTemp19.35",0.427300682789581
"36032","rain16.36ANDminTemp18.35",0.427262412672152
"11456","rain16.36ANDminTemp12.29",0.427163509110761
"31680","rain16.36ANDminTemp17.33",0.427105231993524
"44736","rain16.36ANDminTemp20.39",0.427093622560961
"24256","rain16.36ANDminTemp15.34",0.427065036377564
"7616","rain16.36ANDminTemp11.29",0.42699060036751
"43968","rain16.36ANDminTemp20.36",0.426952372706181
"43712","rain16.36ANDminTemp20.35",0.426894815273795
"11200","rain16.36ANDminTemp12.28",0.426760300502893
"24000","rain16.36ANDminTemp15.33",0.426733258550856
"15296","rain16.36ANDminTemp13.29",0.426690652506986
"16320","rain16.36ANDminTemp13.33",0.426614384881898
"7360","rain16.36ANDminTemp11.28",0.426586704121273
"3776","rain16.36ANDminTemp10.29",0.426513236389222
"34752","rain16.36ANDminTemp18.30",0.426490920052268
"15040","rain16.36ANDminTemp13.28",0.426299079037936
"30656","rain16.36ANDminTemp17.29",0.426252694146783
"39616","rain16.36ANDminTemp19.34",0.42618325439162
"35776","rain16.36ANDminTemp18.34",0.42613942596873
"3520","rain16.36ANDminTemp10.28",0.426110110817068
"26560","rain16.36ANDminTemp16.28",0.426083063798579
"22976","rain16.36ANDminTemp15.29",0.426075728811883
"38592","rain16.36ANDminTemp19.30",0.425932523144254
"42432","rain16.36ANDminTemp20.30",0.425889372178797
"39360","rain16.36ANDminTemp19.33",0.425841000984487
"43456","rain16.36ANDminTemp20.34",0.425792822687026
"35520","rain16.36ANDminTemp18.33",0.425780742382585
"65472","rain16.36ANDminTemp9.29",0.42558352241443
"18624","rain16.36ANDminTemp14.27",0.425535232991973
"44992","rain16.36ANDminTemp20.40",0.425490110790577
"43200","rain16.36ANDminTemp20.33",0.425466894024259
"65216","rain16.36ANDminTemp9.28",0.425186788219887
"22720","rain16.36ANDminTemp15.28",0.425094857338814
"17856","rain16.36ANDminTemp14.24",0.425060081974491
"10944","rain16.36ANDminTemp12.27",0.424905233409291
"30400","rain16.36ANDminTemp17.28",0.424887431974067
"18368","rain16.36ANDminTemp14.26",0.42476501121772
"7104","rain16.36ANDminTemp11.27",0.424747459102938
"34496","rain16.36ANDminTemp18.29",0.424709309658616
"61376","rain16.36ANDminTemp8.28",0.424688387500938
"18112","rain16.36ANDminTemp14.25",0.424572769286018
"14784","rain16.36ANDminTemp13.27",0.424467299017755
"3264","rain16.36ANDminTemp10.27",0.424314179564585
"26304","rain16.36ANDminTemp16.27",0.424134750478887
"10688","rain16.36ANDminTemp12.26",0.424083751241649
"25536","rain16.36ANDminTemp16.24",0.423998782559595
"10176","rain16.36ANDminTemp12.24",0.423985247697807
"6848","rain16.36ANDminTemp11.26",0.423915909052422
"10432","rain16.36ANDminTemp12.25",0.423896749707982
"14016","rain16.36ANDminTemp13.24",0.423859885095501
"38336","rain16.36ANDminTemp19.29",0.423858023799619
"2496","rain16.36ANDminTemp10.24",0.423837486590617
"6336","rain16.36ANDminTemp11.24",0.423818823018365
"42176","rain16.36ANDminTemp20.29",0.4238141206049
"6592","rain16.36ANDminTemp11.25",0.423804755384406
"2752","rain16.36ANDminTemp10.25",0.423657853036218
"14528","rain16.36ANDminTemp13.26",0.423617374858768
"34240","rain16.36ANDminTemp18.28",0.423512266758133
"3008","rain16.36ANDminTemp10.26",0.423484116420811
"64960","rain16.36ANDminTemp9.27",0.423464023805084
"14272","rain16.36ANDminTemp13.25",0.423454653726578
"26048","rain16.36ANDminTemp16.26",0.423435834324493
"57280","rain16.36ANDminTemp7.27",0.423425310254282
"22464","rain16.36ANDminTemp15.27",0.42335121071319
"25792","rain16.36ANDminTemp16.25",0.423325258497709
"27307","rain15.30ANDminTemp16.31",0.423084714279425
"30144","rain16.36ANDminTemp17.27",0.423076245972402
"61120","rain16.36ANDminTemp8.27",0.423004093611873
"5056","rain16.36ANDminTemp11.19",0.423001540632171
"64192","rain16.36ANDminTemp9.24",0.422963040307777
"29376","rain16.36ANDminTemp17.24",0.422930749351083
"21696","rain16.36ANDminTemp15.24",0.422928769726942
"64448","rain16.36ANDminTemp9.25",0.422864181003738
"19663","rain17.36ANDminTemp14.31",0.42283860667454
"2240","rain16.36ANDminTemp10.23",0.422768265255057
"17600","rain16.36ANDminTemp14.23",0.422763723856463
"27343","rain17.36ANDminTemp16.31",0.422759413188166
"6080","rain16.36ANDminTemp11.23",0.422749652789187
"56768","rain16.36ANDminTemp7.25",0.422741647766188
"38080","rain16.36ANDminTemp19.28",0.422736511826705
"64704","rain16.36ANDminTemp9.26",0.422703648409666
"41920","rain16.36ANDminTemp20.28",0.422685634490771
"16576","rain16.36ANDminTemp14.19",0.422654431809601
"56512","rain16.36ANDminTemp7.24",0.422648723408164
"22208","rain16.36ANDminTemp15.26",0.422627287256256
"55232","rain16.36ANDminTemp7.19",0.422614123109587
"19919","rain17.36ANDminTemp14.32",0.422605407713618
"8896","rain16.36ANDminTemp12.19",0.422542469228386
"57024","rain16.36ANDminTemp7.26",0.422517988459668
"21952","rain16.36ANDminTemp15.25",0.422465964618602
"27322","rain16.30ANDminTemp16.31",0.422408688664786
"29888","rain16.36ANDminTemp17.26",0.422380586544532
"29632","rain16.36ANDminTemp17.25",0.422369931028997
"27599","rain17.36ANDminTemp16.32",0.422360829302609
"60352","rain16.36ANDminTemp8.24",0.422328975477028
"60608","rain16.36ANDminTemp8.25",0.42223787430498
"59072","rain16.36ANDminTemp8.19",0.422227071086016
"1216","rain16.36ANDminTemp10.19",0.42221908126484
"9920","rain16.36ANDminTemp12.23",0.422163252355707
"27337","rain17.30ANDminTemp16.31",0.422121084767627
"60864","rain16.36ANDminTemp8.26",0.422112963083702
"33728","rain16.36ANDminTemp18.26",0.422069978253578
"62912","rain16.36ANDminTemp9.19",0.422056124803448
"56256","rain16.36ANDminTemp7.23",0.422054814859935
"41152","rain16.36ANDminTemp20.25",0.421973772715062
"33472","rain16.36ANDminTemp18.25",0.421969058424536
"12736","rain16.36ANDminTemp13.19",0.421960503817883
"52928","rain16.36ANDminTemp6.25",0.42195879847694
"51392","rain16.36ANDminTemp6.19",0.421946277264214
"33984","rain16.36ANDminTemp18.27",0.42194534380159
"63936","rain16.36ANDminTemp9.23",0.421889200765488
"25280","rain16.36ANDminTemp16.23",0.421867745687928
"52672","rain16.36ANDminTemp6.24",0.421840707290796
"27563","rain15.30ANDminTemp16.32",0.421833036508574
"27051","rain15.30ANDminTemp16.30",0.42182721907635
"27312","rain15.35ANDminTemp16.31",0.421781559977594
"53184","rain16.36ANDminTemp6.26",0.421759142477085
"32683","rain15.30ANDminTemp17.37",0.421758145080294
"13760","rain16.36ANDminTemp13.23",0.421732872313576
"41408","rain16.36ANDminTemp20.26",0.421721388386161
"47552","rain16.36ANDminTemp5.19",0.421701647652906
"60096","rain16.36ANDminTemp8.23",0.4216997650221
"37568","rain16.36ANDminTemp19.26",0.421695300916754
"49088","rain16.36ANDminTemp5.25",0.42168821554005
"19407","rain17.36ANDminTemp14.30",0.421685675240284
"37312","rain16.36ANDminTemp19.25",0.421614317824474
"4800","rain16.36ANDminTemp11.18",0.42161028197532
"33216","rain16.36ANDminTemp18.24",0.421585752490572
"11983","rain17.36ANDminTemp12.31",0.421572847915797
"48832","rain16.36ANDminTemp5.24",0.421572319646475
"27087","rain17.36ANDminTemp16.30",0.421526422942639
"8143","rain17.36ANDminTemp11.31",0.421518552443628
"41664","rain16.36ANDminTemp20.27",0.42151508304136
"55488","rain16.36ANDminTemp7.20",0.421480068144521
"31147","rain15.30ANDminTemp17.31",0.421448234624209
"12239","rain17.36ANDminTemp12.32",0.421447464587271
"37824","rain16.36ANDminTemp19.27",0.421444658595076
"31439","rain17.36ANDminTemp17.32",0.42142636725462
"37056","rain16.36ANDminTemp19.24",0.421385876887172
"54976","rain16.36ANDminTemp7.18",0.421328783184853
"31183","rain17.36ANDminTemp17.31",0.421321079302474
"56000","rain16.36ANDminTemp7.22",0.421316387597287
"52416","rain16.36ANDminTemp6.23",0.421258833214599
"32719","rain17.36ANDminTemp17.37",0.421236091884155
"55744","rain16.36ANDminTemp7.21",0.421234017052412
"27578","rain16.30ANDminTemp16.32",0.421217416228997
"23503","rain17.36ANDminTemp15.31",0.421214158888469
"15823","rain17.36ANDminTemp13.31",0.421187541427882
"28623","rain17.36ANDminTemp16.36",0.421152067256892
"28331","rain15.30ANDminTemp16.35",0.421133613965709
"28587","rain15.30ANDminTemp16.36",0.421116232294862
"27593","rain17.30ANDminTemp16.32",0.421091607006325
"27066","rain16.30ANDminTemp16.30",0.421090815113712
"960","rain16.36ANDminTemp10.18",0.421087603729138
"16079","rain17.36ANDminTemp13.32",0.421046961713244
"8640","rain16.36ANDminTemp12.18",0.421046919469886
"48576","rain16.36ANDminTemp5.23",0.421035847025322
"1984","rain16.36ANDminTemp10.22",0.421027253636076
"32698","rain16.30ANDminTemp17.37",0.421024786529961
"1472","rain16.36ANDminTemp10.20",0.4210202523502
"28367","rain17.36ANDminTemp16.35",0.420992305391434
"20175","rain17.36ANDminTemp14.33",0.420976656152051
"24768","rain16.36ANDminTemp16.21",0.42097081459803
"58816","rain16.36ANDminTemp8.18",0.420968999069431
"31403","rain15.30ANDminTemp17.32",0.420965447734109
"5312","rain16.36ANDminTemp11.20",0.420951878954767
"51648","rain16.36ANDminTemp6.20",0.420948688994202
"5824","rain16.36ANDminTemp11.22",0.420933602913312
"29120","rain16.36ANDminTemp17.23",0.42092752032604
"62656","rain16.36ANDminTemp9.18",0.420877038009612
"19632","rain15.35ANDminTemp14.31",0.42086899737999
"1728","rain16.36ANDminTemp10.21",0.420816847050054
"17344","rain16.36ANDminTemp14.22",0.420813713281525
"23759","rain17.36ANDminTemp15.32",0.420806915699026
"59328","rain16.36ANDminTemp8.20",0.420778400093188
"27056","rain15.35ANDminTemp16.30",0.420749347846923
"47808","rain16.36ANDminTemp5.20",0.420743399808089
"52160","rain16.36ANDminTemp6.22",0.420741635009277
"5568","rain16.36ANDminTemp11.21",0.420738465710408
"51136","rain16.36ANDminTemp6.18",0.420737712578061
"16832","rain16.36ANDminTemp14.20",0.420736840333368
"51904","rain16.36ANDminTemp6.21",0.42073143118848
"27081","rain17.30ANDminTemp16.30",0.420717814000214
"59840","rain16.36ANDminTemp8.22",0.4207112767421
"21440","rain16.36ANDminTemp15.23",0.420693298201035
"12480","rain16.36ANDminTemp13.18",0.420662648539193
"9152","rain16.36ANDminTemp12.20",0.420624513462445
"63168","rain16.36ANDminTemp9.20",0.42060253972057
"27568","rain15.35ANDminTemp16.32",0.420600885701766
"11727","rain17.36ANDminTemp12.30",0.420589578924925
"20431","rain17.36ANDminTemp14.34",0.420578579891238
"48320","rain16.36ANDminTemp5.22",0.42055545413918
"31162","rain16.30ANDminTemp17.31",0.420541243293132
"48064","rain16.36ANDminTemp5.21",0.420541199248042
"59584","rain16.36ANDminTemp8.21",0.420539041309336
"47296","rain16.36ANDminTemp5.18",0.420538861420463
"25024","rain16.36ANDminTemp16.22",0.420537444847134
"7887","rain17.36ANDminTemp11.30",0.420534573989209
"28602","rain16.30ANDminTemp16.36",0.420525255936626
"63680","rain16.36ANDminTemp9.22",0.420518880269423
"54720","rain16.36ANDminTemp7.17",0.420515082305401
"31152","rain15.35ANDminTemp17.31",0.420510959644424
"36779","rain15.30ANDminTemp18.38",0.420502291600753
"28346","rain16.30ANDminTemp16.35",0.420499153856918
"26795","rain15.30ANDminTemp16.29",0.420471968367828
"17088","rain16.36ANDminTemp14.21",0.420465415720366
"27855","rain17.36ANDminTemp16.33",0.42043276971877
"9664","rain16.36ANDminTemp12.22",0.420410272020288
"20672","rain16.36ANDminTemp15.20",0.420389927316577
"63424","rain16.36ANDminTemp9.21",0.420353953598592
"40619","rain15.30ANDminTemp19.38",0.420304081389773
"704","rain16.36ANDminTemp10.17",0.420278763284065
"19151","rain17.36ANDminTemp14.29",0.420266067228921
"11952","rain15.35ANDminTemp12.31",0.420256527012489
"32171","rain15.30ANDminTemp17.35",0.420254378959003
"9408","rain16.36ANDminTemp12.21",0.420245943383973
"32463","rain17.36ANDminTemp17.36",0.42024002427568
"15567","rain17.36ANDminTemp13.30",0.420235085702918
"32427","rain15.30ANDminTemp17.36",0.42023090699966
"58560","rain16.36ANDminTemp8.17",0.420193398638628
"31418","rain16.30ANDminTemp17.32",0.42018901315874
"8112","rain15.35ANDminTemp11.31",0.42018824432046
"19627","rain15.30ANDminTemp14.31",0.420183274014768
"36815","rain17.36ANDminTemp18.38",0.420157235328684
"12992","rain16.36ANDminTemp13.20",0.42014958214184
"28075","rain15.30ANDminTemp16.34",0.420135292934473
"36523","rain15.30ANDminTemp18.37",0.420130346740641
"62400","rain16.36ANDminTemp9.17",0.420125712373459
"4544","rain16.36ANDminTemp11.17",0.420110532880883
"20928","rain16.36ANDminTemp15.21",0.420108297060075
"23247","rain17.36ANDminTemp15.30",0.420103624330011
"32207","rain17.36ANDminTemp17.35",0.420088154443935
"21184","rain16.36ANDminTemp15.22",0.420076455026425
"19888","rain15.35ANDminTemp14.32",0.420070192389348
"30891","rain15.30ANDminTemp17.30",0.420061331703121
"23472","rain15.35ANDminTemp15.31",0.42005405236084
"13504","rain16.36ANDminTemp13.22",0.420030012467643
"40655","rain17.36ANDminTemp19.38",0.420027712144921
"28111","rain17.36ANDminTemp16.34",0.42001815467521
"24527","rain17.36ANDminTemp15.35",0.420013954423873
"30927","rain17.36ANDminTemp17.30",0.419995320811232
"31177","rain17.30ANDminTemp17.31",0.419953349989684
"40363","rain15.30ANDminTemp19.37",0.419941101883091
"50880","rain16.36ANDminTemp6.17",0.419936613569575
"23467","rain15.30ANDminTemp15.31",0.419933795649303
"4047","rain17.36ANDminTemp10.30",0.419919354168559
"32713","rain17.30ANDminTemp17.37",0.419911542185017
"18895","rain17.36ANDminTemp14.28",0.419855603439872
"31433","rain17.30ANDminTemp17.32",0.419853985820787
"19376","rain15.35ANDminTemp14.30",0.419835360260016
"19920","rain17.37ANDminTemp14.32",0.419827338447502
"36559","rain17.36ANDminTemp18.37",0.419807802203238
"31408","rain15.35ANDminTemp17.32",0.419796623732498
"35279","rain17.36ANDminTemp18.32",0.419796582118487
"32688","rain15.35ANDminTemp17.37",0.419782098060645
"44459","rain15.30ANDminTemp20.38",0.419769946294712
"36794","rain16.30ANDminTemp18.38",0.419759816505766
"27600","rain17.37ANDminTemp16.32",0.419744917848582
"19657","rain17.30ANDminTemp14.31",0.419733259358647
"39119","rain17.36ANDminTemp19.32",0.419727135849542
"47040","rain16.36ANDminTemp5.17",0.419718846901725
"13248","rain16.36ANDminTemp13.21",0.419684877467183
"19642","rain16.30ANDminTemp14.31",0.419684441733153
"40399","rain17.36ANDminTemp19.37",0.419684100167887
"40634","rain16.30ANDminTemp19.38",0.419640134696667
"26810","rain16.30ANDminTemp16.29",0.419628765815803
"8384","rain16.36ANDminTemp12.17",0.419610683420456
"44495","rain17.36ANDminTemp20.38",0.41960498510767
"12208","rain15.35ANDminTemp12.32",0.419577136421784
"16335","rain17.36ANDminTemp13.33",0.419574653208524
"28090","rain16.30ANDminTemp16.34",0.419559395596025
"31695","rain17.36ANDminTemp17.33",0.41954471600461
"38863","rain17.36ANDminTemp19.31",0.419538606327054
"42703","rain17.36ANDminTemp20.31",0.419536173824523
"28617","rain17.30ANDminTemp16.36",0.419525654336982
"35023","rain17.36ANDminTemp18.31",0.41951813724636
"11471","rain17.36ANDminTemp12.29",0.419510769744517
"42667","rain15.30ANDminTemp20.31",0.419496764119411
"28864","rain16.36ANDminTemp17.22",0.419490908079534
"32442","rain16.30ANDminTemp17.36",0.419485037521808
"8107","rain15.30ANDminTemp11.31",0.419479359628582
"32186","rain16.30ANDminTemp17.35",0.419465954357432
"38827","rain15.30ANDminTemp19.31",0.419457559808936
"42959","rain17.36ANDminTemp20.32",0.419454995674444
"28592","rain15.35ANDminTemp16.36",0.419452012088835
"24015","rain17.36ANDminTemp15.33",0.419436830462094
"26831","rain17.36ANDminTemp16.29",0.419428346603592
"44203","rain15.30ANDminTemp20.37",0.419419473561424
"7631","rain17.36ANDminTemp11.29",0.419410861323312
"19883","rain15.30ANDminTemp14.32",0.419390819869809
"30896","rain15.35ANDminTemp17.30",0.419390401791826
"28361","rain17.30ANDminTemp16.35",0.419384109275818
"11696","rain15.35ANDminTemp12.30",0.419367504944296
"15792","rain15.35ANDminTemp13.31",0.419363298900959
"32960","rain16.36ANDminTemp18.23",0.419360878777223
"49600","rain16.36ANDminTemp6.12",0.419358583650157
"28624","rain17.37ANDminTemp16.36",0.419357645002866
"36538","rain16.30ANDminTemp18.37",0.419357030618389
"27327","rain16.35ANDminTemp16.31",0.419326878895248
"19664","rain17.37ANDminTemp14.31",0.419326175191102
"27819","rain15.30ANDminTemp16.33",0.419324847506854
"28336","rain15.35ANDminTemp16.35",0.419319482322699
"7856","rain15.35ANDminTemp11.30",0.419297726739303
"23482","rain16.30ANDminTemp15.31",0.419290982461394
"53440","rain16.36ANDminTemp7.12",0.419288203189335
"44239","rain17.36ANDminTemp20.37",0.419287869154596
"26800","rain15.35ANDminTemp16.29",0.419287621186905
"31915","rain15.30ANDminTemp17.34",0.419282399022221
"34987","rain15.30ANDminTemp18.31",0.419280895129028
"54464","rain16.36ANDminTemp7.16",0.419272473136975
"28368","rain17.37ANDminTemp16.35",0.419268388422375
"20176","rain17.37ANDminTemp14.33",0.419264611990331
"40378","rain16.30ANDminTemp19.37",0.419246812025637
"32720","rain17.37ANDminTemp17.37",0.419240003153048
"45760","rain16.36ANDminTemp5.12",0.419219990447117
"15311","rain17.36ANDminTemp13.29",0.419185763811342
"11947","rain15.30ANDminTemp12.31",0.419171361784151
"31951","rain17.36ANDminTemp17.34",0.419147902009139
"39083","rain15.30ANDminTemp19.32",0.419147120870631
"19913","rain17.30ANDminTemp14.32",0.419135298827911
"27344","rain17.37ANDminTemp16.31",0.419134472340753
"23497","rain17.30ANDminTemp15.31",0.419113730554582
"40875","rain15.30ANDminTemp19.39",0.419107579190103
"26825","rain17.30ANDminTemp16.29",0.419085124507754
"11215","rain17.36ANDminTemp12.28",0.419079213294347
"35243","rain15.30ANDminTemp18.32",0.419079064319739
"30906","rain16.30ANDminTemp17.30",0.419078172623086
"24271","rain17.36ANDminTemp15.34",0.419062670046098
"23216","rain15.35ANDminTemp15.30",0.419041423242951
"4016","rain15.35ANDminTemp10.30",0.419031761395631
"19371","rain15.30ANDminTemp14.30",0.419027581873343
"26539","rain15.30ANDminTemp16.28",0.419023986266216
"27849","rain17.30ANDminTemp16.33",0.419014127202704
"44474","rain16.30ANDminTemp20.38",0.41900728414017
"448","rain16.36ANDminTemp10.16",0.418998843740316
"58304","rain16.36ANDminTemp8.16",0.418987033516472
"7375","rain17.36ANDminTemp11.28",0.418980062622824
"23728","rain15.35ANDminTemp15.32",0.418974818222284
"19898","rain16.30ANDminTemp14.32",0.418960782088489
"62144","rain16.36ANDminTemp9.16",0.418879669889658
"27856","rain17.37ANDminTemp16.33",0.418870810953676
"30635","rain15.30ANDminTemp17.29",0.418869677860471
"8122","rain16.30ANDminTemp11.31",0.418863324177875
"36303","rain17.36ANDminTemp18.36",0.418854082641174
"40911","rain17.36ANDminTemp19.39",0.418831613968826
"8137","rain17.30ANDminTemp11.31",0.418826433594718
"3791","rain17.36ANDminTemp10.29",0.41881366912159
"20432","rain17.37ANDminTemp14.34",0.418805696169987
"31440","rain17.37ANDminTemp17.32",0.418802799267307
"23211","rain15.30ANDminTemp15.30",0.418790191340074
"40143","rain17.36ANDminTemp19.36",0.41877884425722
"36784","rain15.35ANDminTemp18.38",0.418769940012293
"23723","rain15.30ANDminTemp15.32",0.418766908370135
"15055","rain17.36ANDminTemp13.28",0.418765554413583
"50624","rain16.36ANDminTemp6.16",0.418750866937038
"42672","rain15.35ANDminTemp20.31",0.418747329584102
"24491","rain15.30ANDminTemp15.35",0.418736304847294
"42923","rain15.30ANDminTemp20.32",0.418732834614097
"19120","rain15.35ANDminTemp14.29",0.418728249628567
"27834","rain16.30ANDminTemp16.33",0.418724061826735
"38832","rain15.35ANDminTemp19.31",0.418722143202841
"28105","rain17.30ANDminTemp16.34",0.418712364600404
"36047","rain17.36ANDminTemp18.35",0.418711811498266
"34992","rain15.35ANDminTemp18.31",0.418707000152139
"16048","rain15.35ANDminTemp13.32",0.418677772260979
"36011","rain15.30ANDminTemp18.35",0.418675262936919
"32432","rain15.35ANDminTemp17.36",0.418656255692637
"36267","rain15.30ANDminTemp18.36",0.418646932797654
"4011","rain15.30ANDminTemp10.30",0.418644231137449
"39887","rain17.36ANDminTemp19.35",0.418637272193919
"44218","rain16.30ANDminTemp20.37",0.418623736469306
"4288","rain16.36ANDminTemp11.16",0.418621136211065
"12240","rain17.37ANDminTemp12.32",0.418617589825776
"38842","rain16.30ANDminTemp19.31",0.418611117048487
"42682","rain16.30ANDminTemp20.31",0.418602083958957
"19647","rain16.35ANDminTemp14.31",0.418596672865384
"40624","rain15.35ANDminTemp19.38",0.418594169463854
"36809","rain17.30ANDminTemp18.38",0.418563101104284
"44715","rain15.30ANDminTemp20.39",0.418562085161066
"31930","rain16.30ANDminTemp17.34",0.418553871659416
"39851","rain15.30ANDminTemp19.35",0.418534821766744
"32176","rain15.35ANDminTemp17.35",0.418530537160195
"46784","rain16.36ANDminTemp5.16",0.418525208039494
"7851","rain15.30ANDminTemp11.30",0.418519268392228
"40107","rain15.30ANDminTemp19.36",0.418515208564801
"12203","rain15.30ANDminTemp12.32",0.418513965559158
"15536","rain15.35ANDminTemp13.30",0.41851220272322
"27292","rain14.30ANDminTemp16.31",0.418509888193744
"31659","rain15.30ANDminTemp17.33",0.418475538294651
"11962","rain16.30ANDminTemp12.31",0.418473777986681
"19386","rain16.30ANDminTemp14.30",0.41845760863024
"39098","rain16.30ANDminTemp19.32",0.418450251033603
"19401","rain17.30ANDminTemp14.30",0.418428411533765
"32464","rain17.37ANDminTemp17.36",0.418425891151432
"43983","rain17.36ANDminTemp20.36",0.418412586976921
"44751","rain17.36ANDminTemp20.39",0.418409558755928
"18864","rain15.35ANDminTemp14.28",0.418403418885587
"11440","rain15.35ANDminTemp12.29",0.418396525330422
"30921","rain17.30ANDminTemp17.30",0.418386066274749
"3535","rain17.36ANDminTemp10.28",0.418383632274585
"28112","rain17.37ANDminTemp16.34",0.418380897857387
"36528","rain15.35ANDminTemp18.37",0.418376943903992
"35002","rain16.30ANDminTemp18.31",0.418368309947834
"32208","rain17.37ANDminTemp17.35",0.418342653149511
"26544","rain15.35ANDminTemp16.28",0.41834212139024
"11977","rain17.30ANDminTemp12.31",0.41833892141696
"24528","rain17.37ANDminTemp15.35",0.418312202323246
"35258","rain16.30ANDminTemp18.32",0.418310414546789
"32457","rain17.30ANDminTemp17.36",0.418302447094759
"19408","rain17.37ANDminTemp14.30",0.418297889657155
"40649","rain17.30ANDminTemp19.38",0.418290623838047
"16080","rain17.37ANDminTemp13.32",0.418282941705296
"43727","rain17.36ANDminTemp20.35",0.418276949120903
"7600","rain15.35ANDminTemp11.29",0.418275581070688
"34767","rain17.36ANDminTemp18.30",0.418261837141677
"23760","rain17.37ANDminTemp15.32",0.418247520651017
"27071","rain16.35ANDminTemp16.30",0.418239835364454
"15787","rain15.30ANDminTemp13.31",0.418231529768678
"11691","rain15.30ANDminTemp12.30",0.418219722452073
"40890","rain16.30ANDminTemp19.39",0.418209397921684
"40368","rain15.35ANDminTemp19.37",0.418207575818461
"35248","rain15.35ANDminTemp18.32",0.41820175668109
"36816","rain17.37ANDminTemp18.38",0.418198582104217
"24496","rain15.35ANDminTemp15.35",0.418198438904429
"24506","rain16.30ANDminTemp15.35",0.418188059182823
"22991","rain17.36ANDminTemp15.29",0.418182571220496
"27583","rain16.35ANDminTemp16.32",0.418174336899599
"32201","rain17.30ANDminTemp17.35",0.418170027299022
"23738","rain16.30ANDminTemp15.32",0.418168222001935
"23753","rain17.30ANDminTemp15.32",0.418124337017573
"39088","rain15.35ANDminTemp19.32",0.418114905706586
"20395","rain15.30ANDminTemp14.34",0.418099016116744
"30640","rain15.35ANDminTemp17.29",0.418092902561214
"44464","rain15.35ANDminTemp20.38",0.418087182972931
"28080","rain15.35ANDminTemp16.34",0.418084971666486
"23226","rain16.30ANDminTemp15.30",0.41807829612685
"36553","rain17.30ANDminTemp18.37",0.418076878992611
"11984","rain17.37ANDminTemp12.31",0.418060984135351
"26575","rain17.36ANDminTemp16.28",0.418049292221911
"26554","rain16.30ANDminTemp16.28",0.418043116784894
"11184","rain15.35ANDminTemp12.28",0.4180421321299
"43691","rain15.30ANDminTemp20.35",0.418040438094659
"30671","rain17.36ANDminTemp17.29",0.418033032632807
"35535","rain17.36ANDminTemp18.33",0.418017840991781
"3760","rain15.35ANDminTemp10.29",0.418015293281721
"43947","rain15.30ANDminTemp20.36",0.418010983324372
"8144","rain17.37ANDminTemp11.31",0.417991926116937
"40656","rain17.37ANDminTemp19.38",0.41798630542025
